index,X,Y,Z,image_path,beam
1605,102.6293115,1.875,50,images_vision_drones/run9/dronecam3/image1500.jpg,29
960,68.41704308,-5.625,50,images_vision_drones/run6/dronecam2/image4412.jpg,20
3081,49.32866754,-1.875,50,images_vision_drones/run17/dronecam2/image3909.jpg,17
2085,144.7471946,-1.875,50,images_vision_drones/run12/dronecam1/image4321.jpg,57
1828,116.1183888,-5.625,50,images_vision_drones/run10/dronecam2/image2797.jpg,34
1769,80.2514836,-5.625,50,images_vision_drones/run10/dronecam2/image2738.jpg,22
585,156.3276654,-1.875,50,images_vision_drones/run5/dronecam1/image2491.jpg,63
1306,157.7027759,1.875,50,images_vision_drones/run8/dronecam1/image811.jpg,64
2353,113.5205546,1.875,50,images_vision_drones/run13/dronecam3/image774.jpg,34
2438,62.49565177,1.875,50,images_vision_drones/run13/dronecam3/image859.jpg,20
536,63.27450556,5.625,50,images_vision_drones/run3/dronecam3/image593.jpg,20
2797,106.9199082,-1.875,50,images_vision_drones/run15/dronecam2/image2079.jpg,30
933,52.13888349,-5.625,50,images_vision_drones/run6/dronecam2/image4385.jpg,17
798,76.90082942,-5.625,50,images_vision_drones/run4/dronecam2/image1824.jpg,22
1852,130.7083164,-5.625,50,images_vision_drones/run10/dronecam2/image2821.jpg,42
1971,110.9112996,5.625,50,images_vision_drones/run11/dronecam3/image3562.jpg,33
2185,99.69339958,-1.875,50,images_vision_drones/run12/dronecam2/image4250.jpg,28
2115,55.274165,-1.875,50,images_vision_drones/run12/dronecam2/image4180.jpg,18
99,99.29914217,-5.625,50,images_vision_drones/run1/dronecam2/image917.jpg,27
3171,108.3457673,-1.875,50,images_vision_drones/run17/dronecam2/image3999.jpg,31
2571,108.232033,5.625,50,images_vision_drones/run14/dronecam3/image1417.jpg,32
3139,88.95063582,-1.875,50,images_vision_drones/run17/dronecam2/image3967.jpg,25
1178,112.2718479,5.625,50,images_vision_drones/run7/dronecam3/image237.jpg,69
76,85.14436545,-5.625,50,images_vision_drones/run1/dronecam2/image894.jpg,23
2506,144.5359697,5.625,50,images_vision_drones/run14/dronecam1/image1357.jpg,53
2326,129.8351262,1.875,50,images_vision_drones/run13/dronecam3/image747.jpg,42
934,52.76179852,-5.625,50,images_vision_drones/run6/dronecam2/image4386.jpg,17
1864,138.0032801,-5.625,50,images_vision_drones/run10/dronecam2/image2833.jpg,47
1240,74.32433446,5.625,50,images_vision_drones/run7/dronecam3/image299.jpg,69
714,122.2926324,-1.875,50,images_vision_drones/run5/dronecam2/image2445.jpg,37
2976,104.6203733,-5.625,50,images_vision_drones/run16/dronecam2/image3453.jpg,29
522,71.8001327,5.625,50,images_vision_drones/run3/dronecam3/image579.jpg,22
14,148.5235713,-5.625,50,images_vision_drones/run1/dronecam1/image997.jpg,59
1676,59.66300362,1.875,50,images_vision_drones/run9/dronecam3/image1571.jpg,19
2662,53.17106231,5.625,50,images_vision_drones/run14/dronecam3/image1508.jpg,19
1678,58.37124356,1.875,50,images_vision_drones/run9/dronecam3/image1573.jpg,19
2243,136.4979082,-1.875,50,images_vision_drones/run12/dronecam2/image4308.jpg,46
3017,129.2940393,-5.625,50,images_vision_drones/run16/dronecam2/image3494.jpg,41
3226,141.6811495,-1.875,50,images_vision_drones/run17/dronecam2/image4054.jpg,50
8,144.936366,-5.625,50,images_vision_drones/run1/dronecam1/image991.jpg,57
3121,78.04087438,-1.875,50,images_vision_drones/run17/dronecam2/image3949.jpg,22
601,168.1659377,-1.875,50,images_vision_drones/run5/dronecam1/image2507.jpg,70
2849,138.8024979,-1.875,50,images_vision_drones/run15/dronecam2/image2131.jpg,48
395,145.7078241,5.625,50,images_vision_drones/run3/dronecam1/image457.jpg,54
1704,145.9061576,-5.625,50,images_vision_drones/run10/dronecam1/image2846.jpg,58
1507,159.1624969,1.875,50,images_vision_drones/run9/dronecam1/image1407.jpg,65
2975,104.0036128,-5.625,50,images_vision_drones/run16/dronecam2/image3452.jpg,29
1596,108.1209902,1.875,50,images_vision_drones/run9/dronecam3/image1491.jpg,31
2378,98.48516143,1.875,50,images_vision_drones/run13/dronecam3/image799.jpg,28
1157,124.9761452,5.625,50,images_vision_drones/run7/dronecam3/image216.jpg,69
188,146.8185702,1.875,50,images_vision_drones/run2/dronecam1/image1446.jpg,54
2651,59.82678404,5.625,50,images_vision_drones/run14/dronecam3/image1497.jpg,20
2103,156.1692835,-1.875,50,images_vision_drones/run12/dronecam1/image4339.jpg,63
1893,154.7925876,5.625,50,images_vision_drones/run11/dronecam1/image3489.jpg,61
384,152.360084,5.625,50,images_vision_drones/run3/dronecam1/image446.jpg,59
2195,106.0390045,-1.875,50,images_vision_drones/run12/dronecam2/image4260.jpg,30
1699,142.8665893,-5.625,50,images_vision_drones/run10/dronecam1/image2841.jpg,56
2032,74.15046834,5.625,50,images_vision_drones/run11/dronecam3/image3623.jpg,22
1145,132.3051523,5.625,50,images_vision_drones/run7/dronecam3/image204.jpg,69
461,108.6997901,5.625,50,images_vision_drones/run3/dronecam3/image518.jpg,32
263,104.3558333,1.875,50,images_vision_drones/run2/dronecam3/image1516.jpg,30
2412,78.17063415,1.875,50,images_vision_drones/run13/dronecam3/image833.jpg,23
2415,76.25186638,1.875,50,images_vision_drones/run13/dronecam3/image836.jpg,22
1031,111.3466992,-5.625,50,images_vision_drones/run6/dronecam2/image4483.jpg,32
1817,109.4313387,-5.625,50,images_vision_drones/run10/dronecam2/image2786.jpg,31
2836,130.8122794,-1.875,50,images_vision_drones/run15/dronecam2/image2118.jpg,42
706,116.3734962,-1.875,50,images_vision_drones/run5/dronecam2/image2437.jpg,34
2251,141.5743922,-1.875,50,images_vision_drones/run12/dronecam2/image4316.jpg,50
1012,99.8356414,-5.625,50,images_vision_drones/run6/dronecam2/image4464.jpg,28
2967,99.22290753,-5.625,50,images_vision_drones/run16/dronecam2/image3444.jpg,27
2346,117.6795666,1.875,50,images_vision_drones/run13/dronecam3/image767.jpg,36
255,109.2490204,1.875,50,images_vision_drones/run2/dronecam3/image1508.jpg,32
46,66.76780464,-5.625,50,images_vision_drones/run1/dronecam2/image864.jpg,20
2815,117.9997474,-1.875,50,images_vision_drones/run15/dronecam2/image2097.jpg,35
1549,136.7105229,1.875,50,images_vision_drones/run9/dronecam3/image1444.jpg,47
2033,73.53018378,5.625,50,images_vision_drones/run11/dronecam3/image3624.jpg,22
1061,129.4936039,-5.625,50,images_vision_drones/run6/dronecam2/image4513.jpg,41
758,52.82453357,-5.625,50,images_vision_drones/run4/dronecam2/image1784.jpg,18
204,140.1582553,1.875,50,images_vision_drones/run2/dronecam3/image1457.jpg,49
2030,75.39103746,5.625,50,images_vision_drones/run11/dronecam3/image3621.jpg,23
1727,54.71911039,-5.625,50,images_vision_drones/run10/dronecam2/image2696.jpg,18
721,127.4718765,-1.875,50,images_vision_drones/run5/dronecam2/image2452.jpg,40
541,60.26060348,5.625,50,images_vision_drones/run3/dronecam3/image598.jpg,20
1692,49.97140631,1.875,50,images_vision_drones/run9/dronecam3/image1587.jpg,18
1669,63.86292225,1.875,50,images_vision_drones/run9/dronecam3/image1564.jpg,20
2912,66.22135216,-5.625,50,images_vision_drones/run16/dronecam2/image3389.jpg,20
2854,141.850367,-1.875,50,images_vision_drones/run15/dronecam2/image2136.jpg,50
100,99.9337209,-5.625,50,images_vision_drones/run1/dronecam2/image918.jpg,28
292,86.7672282,1.875,50,images_vision_drones/run2/dronecam3/image1545.jpg,25
2845,136.2765242,-1.875,50,images_vision_drones/run15/dronecam2/image2127.jpg,46
